984,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.715000,consumer-1,Cy1OfsW1E,qnP1u6BP6,2020-06-07 16:24:09.803577
985,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.715000,consumer-1,QFZ84NZOD,yeSbS_3fF,2020-06-07 16:24:09.803626
990,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.716000,consumer-1,1sk4iwGG_,dg0SaD3QN,2020-06-07 16:24:09.804095
978,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.759000,consumer-1,yuZIvR57o,gdI7H7Un7,2020-06-07 16:24:09.847651
988,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.763000,consumer-1,tiGyMZj2V,w0iHwv9p8,2020-06-07 16:24:09.850611
977,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.829000,consumer-1,qf7vlnuGv,quf3Qpxd0,2020-06-07 16:24:09.917593
974,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.831000,consumer-1,YCamvOI6p,EWsBzLK40,2020-06-07 16:24:09.918286
979,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.831000,consumer-1,4FjXTYi31,twx5B-XU8,2020-06-07 16:24:09.918363
975,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.834000,consumer-1,QVwTdaj8g,GZe_Kuo5P,2020-06-07 16:24:09.922939
980,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.835000,consumer-1,u4URYUokl,pXAT-ImGh,2020-06-07 16:24:09.923551
970,2020-06-07 16:17:43.843000,2020-06-07 16:24:09.865000,consumer-1,wxikmLTrr,i78SmactU,2020-06-07 16:24:09.953452
6,2020-06-07 16:17:43.842000,2020-06-07 16:24:10.124000,consumer-3,D-bKEJe4G,tljak7vLp,2020-06-07 16:24:10.213711
19,2020-06-07 16:17:43.842000,2020-06-07 16:24:10.160000,consumer-3,LZFjFl1zT,9hhN6oWoe,2020-06-07 16:24:10.248479
27,2020-06-07 16:17:43.842000,2020-06-07 16:24:10.253000,consumer-2,klbCdDAjU,SG0CVbLqA,2020-06-07 16:24:10.340365
957,2020-06-07 16:17:43.843000,2020-06-07 16:24:10.456000,consumer-1,caU56rh7c,hR1-CNuBu,2020-06-07 16:24:10.545499
956,2020-06-07 16:17:43.843000,2020-06-07 16:24:10.497000,consumer-1,ytMNiPn8q,ni031Bg1U,2020-06-07 16:24:10.586134
21,2020-06-07 16:17:43.842000,2020-06-07 16:24:10.796000,consumer-3,xFTcQdP25,lrGcanvyv,2020-06-07 16:24:10.883144
961,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.185000,consumer-1,-UrDMIYnB,QrH-A_Qme,2020-06-07 16:24:11.277674
955,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.201000,consumer-1,PgmClst4e,4-h2v8oH7,2020-06-07 16:24:11.290321
962,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.206000,consumer-1,28cL0Bbtj,mDFL-Kvfd,2020-06-07 16:24:11.294898
959,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.177000,consumer-1,RfOWWYtWm,Gdo2roAH0,2020-06-07 16:24:11.265824
960,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.270000,consumer-1,j46vIzEc9,8d4zOqYlQ,2020-06-07 16:24:11.359278
4,2020-06-07 16:17:43.842000,2020-06-07 16:24:11.272000,consumer-2,inxa0Ljec,SG0CVbLqA,2020-06-07 16:24:11.361107
958,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.301000,consumer-1,Gd82W1qrN,M0Nx9DTCb,2020-06-07 16:24:11.390486
15,2020-06-07 16:17:43.842000,2020-06-07 16:24:11.341000,consumer-3,MkGgGEcM5,W1EmbwFeI,2020-06-07 16:24:11.447342
953,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.379000,consumer-1,Jv1WY3gHS,T4P4tiCMj,2020-06-07 16:24:11.489108
952,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.660000,consumer-1,42_7HoeyR,ni031Bg1U,2020-06-07 16:24:11.751448
950,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.671000,consumer-1,VfjWJ6_Vs,hR1-CNuBu,2020-06-07 16:24:11.760547
951,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.674000,consumer-1,C4j_Wl2cC,i78SmactU,2020-06-07 16:24:11.763533
954,2020-06-07 16:17:43.843000,2020-06-07 16:24:11.676000,consumer-1,u4bkB2Zhq,pXAT-ImGh,2020-06-07 16:24:11.766232
32,2020-06-07 16:17:43.842000,2020-06-07 16:24:12.018000,consumer-3,GnXuJHoge,lrGcanvyv,2020-06-07 16:24:12.108780
949,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.066000,consumer-1,HdzudaoZ5,GZe_Kuo5P,2020-06-07 16:24:12.157336
948,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.115000,consumer-1,giF7q5ZXW,twx5B-XU8,2020-06-07 16:24:12.206279
21,2020-06-07 16:17:43.842000,2020-06-07 16:24:12.292000,consumer-2,FF766H0wK,SG0CVbLqA,2020-06-07 16:24:12.384421
23,2020-06-07 16:17:43.842000,2020-06-07 16:24:12.349000,consumer-3,GH7cuOW33,W1EmbwFeI,2020-06-07 16:24:12.441750
946,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.419000,consumer-1,13KDAt7r-,T4P4tiCMj,2020-06-07 16:24:12.510073
947,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.422000,consumer-1,7i90_4umQ,M0Nx9DTCb,2020-06-07 16:24:12.512380
944,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.432000,consumer-1,DNEy1e8wx,8d4zOqYlQ,2020-06-07 16:24:12.522052
47,2020-06-07 16:17:43.842000,2020-06-07 16:24:12.457000,consumer-3,mo5_falbR,VUxsb0vRk,2020-06-07 16:24:12.549541
943,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.477000,consumer-1,RcESkN9hZ,mDFL-Kvfd,2020-06-07 16:24:12.568813
940,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.478000,consumer-1,fCaX37NPq,4-h2v8oH7,2020-06-07 16:24:12.568822
942,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.480000,consumer-1,3tT_kTl7C,Gdo2roAH0,2020-06-07 16:24:12.571341
868,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.772000,consumer-1,ju2Ppvojt,Gdo2roAH0,2020-06-07 16:24:16.867814
835,2020-06-07 16:17:43.843000,2020-06-07 16:24:19.247000,consumer-1,6ygZ9dMRJ,Gdo2roAH0,2020-06-07 16:24:19.346562
812,2020-06-07 16:17:43.843000,2020-06-07 16:24:20.684000,consumer-1,bpUb5T9_z,Gdo2roAH0,2020-06-07 16:24:20.785779
794,2020-06-07 16:17:43.843000,2020-06-07 16:24:21.874000,consumer-1,tVo0xhG3P,Gdo2roAH0,2020-06-07 16:24:21.976924
768,2020-06-07 16:17:43.843000,2020-06-07 16:24:23.175000,consumer-1,vmH-MjEk6,Gdo2roAH0,2020-06-07 16:24:23.278268
762,2020-06-07 16:17:43.843000,2020-06-07 16:24:24.346000,consumer-1,2tg0z7oSW,Gdo2roAH0,2020-06-07 16:24:24.450264
738,2020-06-07 16:17:43.843000,2020-06-07 16:24:25.608000,consumer-1,pdZOdeR7q,Gdo2roAH0,2020-06-07 16:24:25.715485
704,2020-06-07 16:17:43.843000,2020-06-07 16:24:27.092000,consumer-1,J8M80ojxi,Gdo2roAH0,2020-06-07 16:24:27.201168
696,2020-06-07 16:17:43.843000,2020-06-07 16:24:28.540000,consumer-1,eTPXFuNvN,Gdo2roAH0,2020-06-07 16:24:28.650701
670,2020-06-07 16:17:43.843000,2020-06-07 16:24:29.551000,consumer-1,z0l25cKg7,Gdo2roAH0,2020-06-07 16:24:29.661658
658,2020-06-07 16:17:43.843000,2020-06-07 16:24:30.940000,consumer-1,oHITOw3FU,Gdo2roAH0,2020-06-07 16:24:31.053268
645,2020-06-07 16:17:43.842000,2020-06-07 16:24:31.951000,consumer-1,10tnO8jw1,Gdo2roAH0,2020-06-07 16:24:32.064921
945,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.482000,consumer-1,n3M9NW75M,QrH-A_Qme,2020-06-07 16:24:12.573278
870,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.754000,consumer-1,SR1dYx7uB,QrH-A_Qme,2020-06-07 16:24:16.852893
827,2020-06-07 16:17:43.843000,2020-06-07 16:24:20.026000,consumer-1,VPBOrQLpz,QrH-A_Qme,2020-06-07 16:24:20.126091
778,2020-06-07 16:17:43.843000,2020-06-07 16:24:22.371000,consumer-1,O_7aHSy04,QrH-A_Qme,2020-06-07 16:24:22.472735
748,2020-06-07 16:17:43.843000,2020-06-07 16:24:25.227000,consumer-1,6kFcF31-T,QrH-A_Qme,2020-06-07 16:24:25.331889
941,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.485000,consumer-1,4VagfOv_9,EWsBzLK40,2020-06-07 16:24:12.575228
871,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.814000,consumer-1,eeR67XhqD,EWsBzLK40,2020-06-07 16:24:16.912903
836,2020-06-07 16:17:43.843000,2020-06-07 16:24:19.250000,consumer-1,wJORirYzh,EWsBzLK40,2020-06-07 16:24:19.348014
814,2020-06-07 16:17:43.843000,2020-06-07 16:24:20.669000,consumer-1,onJ6jDCmT,EWsBzLK40,2020-06-07 16:24:20.770053
787,2020-06-07 16:17:43.843000,2020-06-07 16:24:22.357000,consumer-1,o19tx2sHC,EWsBzLK40,2020-06-07 16:24:22.460161
729,2020-06-07 16:17:43.843000,2020-06-07 16:24:25.687000,consumer-1,_voHqAAiK,EWsBzLK40,2020-06-07 16:24:25.794411
716,2020-06-07 16:17:43.843000,2020-06-07 16:24:27.040000,consumer-1,-1GzdKqXV,EWsBzLK40,2020-06-07 16:24:27.147875
684,2020-06-07 16:17:43.843000,2020-06-07 16:24:28.972000,consumer-1,pm1b4ZE-H,EWsBzLK40,2020-06-07 16:24:29.080822
665,2020-06-07 16:17:43.843000,2020-06-07 16:24:30.319000,consumer-1,ecJuLk98y,EWsBzLK40,2020-06-07 16:24:30.430079
646,2020-06-07 16:17:43.842000,2020-06-07 16:24:31.565000,consumer-1,SheT8Bwp6,EWsBzLK40,2020-06-07 16:24:31.677127
939,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.487000,consumer-1,u8jD7N-rA,quf3Qpxd0,2020-06-07 16:24:12.578039
878,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.789000,consumer-1,VAbnfKOrN,quf3Qpxd0,2020-06-07 16:24:16.888741
830,2020-06-07 16:17:43.843000,2020-06-07 16:24:19.970000,consumer-1,Lp1iagZA_,quf3Qpxd0,2020-06-07 16:24:20.071387
784,2020-06-07 16:17:43.843000,2020-06-07 16:24:22.368000,consumer-1,mhkh6-fwO,quf3Qpxd0,2020-06-07 16:24:22.470654
730,2020-06-07 16:17:43.843000,2020-06-07 16:24:25.709000,consumer-1,ZSPq8MvEc,quf3Qpxd0,2020-06-07 16:24:25.816320
714,2020-06-07 16:17:43.843000,2020-06-07 16:24:27.046000,consumer-1,_CEWIxTuv,quf3Qpxd0,2020-06-07 16:24:27.153463
690,2020-06-07 16:17:43.843000,2020-06-07 16:24:28.918000,consumer-1,yIOem5pE0,quf3Qpxd0,2020-06-07 16:24:29.028825
659,2020-06-07 16:17:43.843000,2020-06-07 16:24:30.356000,consumer-1,Q1TGWXXSC,quf3Qpxd0,2020-06-07 16:24:30.467951
649,2020-06-07 16:17:43.842000,2020-06-07 16:24:31.510000,consumer-1,C6jDdkOoe,quf3Qpxd0,2020-06-07 16:24:31.622866
24,2020-06-07 16:17:43.842000,2020-06-07 16:24:12.527000,consumer-3,4wB1m1ST9,9hhN6oWoe,2020-06-07 16:24:12.618182
43,2020-06-07 16:17:43.842000,2020-06-07 16:24:13.848000,consumer-3,ZO_QOQNLE,9hhN6oWoe,2020-06-07 16:24:13.941645
27,2020-06-07 16:17:43.842000,2020-06-07 16:24:14.979000,consumer-3,odHcXlpbX,9hhN6oWoe,2020-06-07 16:24:15.072507
996,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.219000,consumer-3,Lx8gmmjOT,9hhN6oWoe,2020-06-07 16:24:16.313838
39,2020-06-07 16:17:43.842000,2020-06-07 16:24:17.299000,consumer-3,_h1DlLC-V,9hhN6oWoe,2020-06-07 16:24:17.397479
49,2020-06-07 16:17:43.842000,2020-06-07 16:24:18.663000,consumer-3,UHQhZED2n,9hhN6oWoe,2020-06-07 16:24:18.761032
9,2020-06-07 16:17:43.842000,2020-06-07 16:24:19.824000,consumer-3,ItP0TiB1P,9hhN6oWoe,2020-06-07 16:24:19.925073
955,2020-06-07 16:17:43.843000,2020-06-07 16:24:21.083000,consumer-3,2c43DNWj6,9hhN6oWoe,2020-06-07 16:24:21.183279
937,2020-06-07 16:17:43.843000,2020-06-07 16:24:22.590000,consumer-3,s1YvzpO8F,9hhN6oWoe,2020-06-07 16:24:22.693996
936,2020-06-07 16:17:43.843000,2020-06-07 16:24:23.694000,consumer-3,PCvVlUeyF,9hhN6oWoe,2020-06-07 16:24:23.797120
976,2020-06-07 16:17:43.843000,2020-06-07 16:24:24.977000,consumer-3,qtqdDZ2xF,9hhN6oWoe,2020-06-07 16:24:25.082291
935,2020-06-07 16:17:43.843000,2020-06-07 16:24:26.589000,consumer-3,0KOzgUZZG,9hhN6oWoe,2020-06-07 16:24:26.694959
973,2020-06-07 16:17:43.843000,2020-06-07 16:24:27.669000,consumer-3,gbFe_star,9hhN6oWoe,2020-06-07 16:24:27.776921
962,2020-06-07 16:17:43.843000,2020-06-07 16:24:28.776000,consumer-3,eZocgkIjy,9hhN6oWoe,2020-06-07 16:24:28.886581
887,2020-06-07 16:17:43.843000,2020-06-07 16:24:29.854000,consumer-3,0wdVDl2Hf,9hhN6oWoe,2020-06-07 16:24:29.967266
857,2020-06-07 16:17:43.843000,2020-06-07 16:24:30.864000,consumer-3,Pu5Bvmxba,9hhN6oWoe,2020-06-07 16:24:30.976973
849,2020-06-07 16:17:43.843000,2020-06-07 16:24:31.896000,consumer-3,QewkKcb8z,9hhN6oWoe,2020-06-07 16:24:32.010279
938,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.532000,consumer-1,3nF4O2b0I,w0iHwv9p8,2020-06-07 16:24:12.622275
876,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.790000,consumer-1,7sAM6nxlj,w0iHwv9p8,2020-06-07 16:24:16.885919
823,2020-06-07 16:17:43.843000,2020-06-07 16:24:19.978000,consumer-1,0O2DIJF7a,w0iHwv9p8,2020-06-07 16:24:20.076253
799,2020-06-07 16:17:43.843000,2020-06-07 16:24:21.588000,consumer-1,HVLC5rbGn,w0iHwv9p8,2020-06-07 16:24:21.690754
720,2020-06-07 16:17:43.843000,2020-06-07 16:24:26.145000,consumer-1,CqjpwDy4F,w0iHwv9p8,2020-06-07 16:24:26.252981
702,2020-06-07 16:17:43.843000,2020-06-07 16:24:27.163000,consumer-1,MyR17_8VX,w0iHwv9p8,2020-06-07 16:24:27.272709
699,2020-06-07 16:17:43.843000,2020-06-07 16:24:28.499000,consumer-1,rYxIwQRcj,w0iHwv9p8,2020-06-07 16:24:28.609818
934,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.534000,consumer-1,OYvKr8Tlc,gdI7H7Un7,2020-06-07 16:24:12.623676
875,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.764000,consumer-1,ZtRrQtAfA,gdI7H7Un7,2020-06-07 16:24:16.860795
826,2020-06-07 16:17:43.843000,2020-06-07 16:24:19.978000,consumer-1,iuzOpett-,gdI7H7Un7,2020-06-07 16:24:20.080029
800,2020-06-07 16:17:43.843000,2020-06-07 16:24:21.574000,consumer-1,QM7OwadL5,gdI7H7Un7,2020-06-07 16:24:21.675883
936,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.539000,consumer-1,-edKm9rv2,dg0SaD3QN,2020-06-07 16:24:12.629894
886,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.056000,consumer-1,vmmTWMjE7,dg0SaD3QN,2020-06-07 16:24:16.150777
866,2020-06-07 16:17:43.843000,2020-06-07 16:24:17.404000,consumer-1,h-0-vwHbD,dg0SaD3QN,2020-06-07 16:24:17.503728
840,2020-06-07 16:17:43.843000,2020-06-07 16:24:19.136000,consumer-1,sRGCD3ky7,dg0SaD3QN,2020-06-07 16:24:19.234470
816,2020-06-07 16:17:43.843000,2020-06-07 16:24:20.698000,consumer-1,TUJJetLz8,dg0SaD3QN,2020-06-07 16:24:20.800678
796,2020-06-07 16:17:43.843000,2020-06-07 16:24:21.874000,consumer-1,fyRzZppFz,dg0SaD3QN,2020-06-07 16:24:21.977175
765,2020-06-07 16:17:43.843000,2020-06-07 16:24:23.162000,consumer-1,i34XjKShQ,dg0SaD3QN,2020-06-07 16:24:23.266426
759,2020-06-07 16:17:43.843000,2020-06-07 16:24:24.348000,consumer-1,mP4DH0OfC,dg0SaD3QN,2020-06-07 16:24:24.451849
735,2020-06-07 16:17:43.843000,2020-06-07 16:24:25.608000,consumer-1,AfitLR88a,dg0SaD3QN,2020-06-07 16:24:25.715485
713,2020-06-07 16:17:43.843000,2020-06-07 16:24:27.058000,consumer-1,qJCu09i-Q,dg0SaD3QN,2020-06-07 16:24:27.168653
691,2020-06-07 16:17:43.843000,2020-06-07 16:24:28.908000,consumer-1,1y1wUGeLe,dg0SaD3QN,2020-06-07 16:24:29.017525
935,2020-06-07 16:17:43.843000,2020-06-07 16:24:12.542000,consumer-1,p4Lnzeqaf,yeSbS_3fF,2020-06-07 16:24:12.634069
887,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.148000,consumer-1,BCIOJTFYN,yeSbS_3fF,2020-06-07 16:24:16.243331
867,2020-06-07 16:17:43.843000,2020-06-07 16:24:17.404000,consumer-1,t16-GljtY,yeSbS_3fF,2020-06-07 16:24:17.503518
841,2020-06-07 16:17:43.843000,2020-06-07 16:24:19.173000,consumer-1,VEfwv3awI,yeSbS_3fF,2020-06-07 16:24:19.271944
811,2020-06-07 16:17:43.843000,2020-06-07 16:24:20.681000,consumer-1,IOSr7wk9Q,yeSbS_3fF,2020-06-07 16:24:20.781299
793,2020-06-07 16:17:43.843000,2020-06-07 16:24:21.902000,consumer-1,oFlvIz7T1,yeSbS_3fF,2020-06-07 16:24:22.005049
767,2020-06-07 16:17:43.843000,2020-06-07 16:24:23.158000,consumer-1,crNkwRRAH,yeSbS_3fF,2020-06-07 16:24:23.260622
756,2020-06-07 16:17:43.843000,2020-06-07 16:24:24.371000,consumer-1,YtTD5tFje,yeSbS_3fF,2020-06-07 16:24:24.477308
736,2020-06-07 16:17:43.843000,2020-06-07 16:24:25.608000,consumer-1,FvdWSAXK1,yeSbS_3fF,2020-06-07 16:24:25.715553
681,2020-06-07 16:17:43.843000,2020-06-07 16:24:29.078000,consumer-1,b8HN01yPN,yeSbS_3fF,2020-06-07 16:24:29.189251
667,2020-06-07 16:17:43.843000,2020-06-07 16:24:30.241000,consumer-1,QWlbP_QFn,yeSbS_3fF,2020-06-07 16:24:30.364504
16,2020-06-07 16:17:43.842000,2020-06-07 16:24:12.591000,consumer-3,rY9qMws8s,tljak7vLp,2020-06-07 16:24:12.682419
14,2020-06-07 16:17:43.842000,2020-06-07 16:24:13.744000,consumer-3,X7cTHLQfO,tljak7vLp,2020-06-07 16:24:13.837253
40,2020-06-07 16:17:43.842000,2020-06-07 16:24:14.801000,consumer-3,lmaVQECJ-,tljak7vLp,2020-06-07 16:24:14.899498
970,2020-06-07 16:17:43.843000,2020-06-07 16:24:16.070000,consumer-3,LlrD7Z0nV,tljak7vLp,2020-06-07 16:24:16.167820
965,2020-06-07 16:17:43.843000,2020-06-07 16:24:17.464000,consumer-3,zJJE-sfNO,tljak7vLp,2020-06-07 16:24:17.560605
967,2020-06-07 16:17:43.843000,2020-06-07 16:24:18.542000,consumer-3,hNt_7Sc4h,tljak7vLp,2020-06-07 16:24:18.641716
993,2020-06-07 16:17:43.843000,2020-06-07 16:24:20.128000,consumer-3,M-ZclCkZQ,tljak7vLp,2020-06-07 16:24:20.227781
990,2020-06-07 16:17:43.843000,2020-06-07 16:24:21.234000,consumer-3,voZqVY_JX,tljak7vLp,2020-06-07 16:24:21.334548
952,2020-06-07 16:17:43.843000,2020-06-07 16:24:22.480000,consumer-3,DCoFlQE7h,tljak7vLp,2020-06-07 16:24:22.581773
922,2020-06-07 16:17:43.843000,2020-06-07 16:24:23.558000,consumer-3,Q17GXKvwL,tljak7vLp,2020-06-07 16:24:23.662680
